DIRECTORIO,departamento,sexo,edad,area,nivel_educativo,estrato,afiliado_salud
8038184,Boyacá,M,50,rural_disperso,primaria,2,1
8038184,Boyacá,F,49,rural_disperso,secundaria,2,1
8038184,Boyacá,F,15,rural_disperso,secundaria,2,1
8038184,Boyacá,M,4,rural_disperso,ninguno,2,1
8038186,Boyacá,F,74,rural_disperso,primaria,2,1
8038186,Boyacá,F,32,rural_disperso,primaria,2,1
8038186,Boyacá,M,15,rural_disperso,secundaria,2,1
8038186,Boyacá,F,14,rural_disperso,secundaria,2,1
8038187,Boyacá,M,63,rural_disperso,primaria,2,1
8038187,Boyacá,F,56,rural_disperso,primaria,2,1
8038188,Boyacá,F,37,rural_disperso,tecnico,1,1
8038188,Boyacá,M,31,rural_disperso,primaria,1,1
8038188,Boyacá,F,17,rural_disperso,tecnico,1,1
8038188,Boyacá,M,14,rural_disperso,secundaria,1,1
8038189,Boyacá,M,33,rural_disperso,primaria,2,1
8038189,Boyacá,F,32,rural_disperso,secundaria,2,1
8038189,Boyacá,M,11,rural_disperso,secundaria,2,1
8038189,Boyacá,F,7,rural_disperso,primaria,2,1
8038191,Boyacá,F,42,rural_disperso,tecnico,1,1
8038192,Boyacá,M,36,rural_disperso,secundaria,2,1
8038192,Boyacá,F,35,rural_disperso,primaria,2,1
8038192,Boyacá,F,16,rural_disperso,secundaria,2,1
8038192,Boyacá,M,12,rural_disperso,secundaria,2,1
8038193,Boyacá,M,65,rural_disperso,primaria,2,1
8038193,Boyacá,F,42,rural_disperso,ninguno,2,1
8038193,Boyacá,F,9,rural_disperso,primaria,2,1
8038193,Boyacá,M,7,rural_disperso,ninguno,2,1
8038194,Boyacá,F,60,rural_disperso,primaria,2,1
8038194,Boyacá,F,31,rural_disperso,secundaria,2,1
8038194,Boyacá,M,36,rural_disperso,primaria,2,1
8038194,Boyacá,M,13,rural_disperso,secundaria,2,1
8038194,Boyacá,M,6,rural_disperso,ninguno,2,1
8038195,Boyacá,M,56,cabecera,secundaria,2,1
8038196,Boyacá,F,65,cabecera,primaria,2,1
8038197,Boyacá,F,34,rural_disperso,secundaria,2,1
8038197,Boyacá,M,8,rural_disperso,primaria,2,1
8038197,Boyacá,F,4,rural_disperso,ninguno,2,1
8038199,Boyacá,M,37,rural_disperso,primaria,2,1
8038200,Boyacá,F,75,rural_disperso,ninguno,1,1
8038201,Boyacá,M,84,rural_disperso,primaria,2,1
8038201,Boyacá,F,81,rural_disperso,primaria,2,1
8038202,Boyacá,M,45,rural_disperso,primaria,2,1
8038202,Boyacá,F,46,rural_disperso,primaria,2,1
8038202,Boyacá,M,16,rural_disperso,secundaria,2,1
8038202,Boyacá,M,13,rural_disperso,secundaria,2,1
8038203,Boyacá,F,54,rural_disperso,primaria,2,1
8038203,Boyacá,M,67,rural_disperso,primaria,2,1
8038203,Boyacá,M,19,rural_disperso,tecnico,2,1
8038204,Boyacá,M,51,rural_disperso,primaria,2,1
8038204,Boyacá,F,50,rural_disperso,primaria,2,1
8038205,Boyacá,M,83,rural_disperso,primaria,2,1
8038206,Boyacá,F,54,rural_disperso,ninguno,2,1
8038206,Boyacá,M,16,rural_disperso,tecnico,2,1
8038206,Boyacá,M,14,rural_disperso,secundaria,2,1
8038207,Boyacá,M,47,cabecera,primaria,2,1
8038207,Boyacá,F,50,cabecera,primaria,2,1
8038207,Boyacá,F,18,cabecera,tecnologico,2,1
8038207,Boyacá,F,17,cabecera,secundaria,2,1
8038207,Boyacá,F,6,cabecera,primaria,2,1
8038208,Boyacá,F,73,cabecera,primaria,2,1
8038208,Boyacá,M,36,cabecera,secundaria,2,1
8038209,Boyacá,F,58,cabecera,secundaria,2,1
8038209,Boyacá,F,52,cabecera,tecnico,2,1
8038210,Boyacá,M,35,rural_disperso,secundaria,2,1
8038211,Boyacá,M,74,rural_disperso,ninguno,2,1
8038211,Boyacá,F,74,rural_disperso,ninguno,2,1
8038213,Boyacá,M,69,rural_disperso,primaria,2,1
8038213,Boyacá,F,66,rural_disperso,primaria,2,1
8038214,Boyacá,M,72,rural_disperso,primaria,2,1
8038214,Boyacá,F,60,rural_disperso,primaria,2,1
8038215,Boyacá,M,54,rural_disperso,primaria,2,1
8038215,Boyacá,F,43,rural_disperso,primaria,2,1
8038215,Boyacá,F,19,rural_disperso,tecnologico,2,1
8038215,Boyacá,M,17,rural_disperso,tecnico,2,1
8038216,Boyacá,M,33,rural_disperso,tecnico,2,1
8038216,Boyacá,F,26,rural_disperso,tecnico,2,1
8038216,Boyacá,M,9,rural_disperso,primaria,2,1
8038217,Boyacá,M,40,rural_disperso,primaria,2,1
8038217,Boyacá,F,40,rural_disperso,primaria,2,1
8038217,Boyacá,M,19,rural_disperso,secundaria,2,2
8038217,Boyacá,M,16,rural_disperso,tecnico,2,1
8038218,Boyacá,M,68,rural_disperso,primaria,2,1
8038218,Boyacá,F,60,rural_disperso,primaria,2,1
8038218,Boyacá,M,33,rural_disperso,universitario,2,1
8038219,Boyacá,M,39,rural_disperso,secundaria,2,1
8038219,Boyacá,F,35,rural_disperso,secundaria,2,1
8038219,Boyacá,M,16,rural_disperso,secundaria,2,1
8038220,Boyacá,M,39,rural_disperso,primaria,2,1
8038220,Boyacá,F,35,rural_disperso,primaria,2,1
8038220,Boyacá,F,15,rural_disperso,secundaria,2,1
8038220,Boyacá,F,4,rural_disperso,ninguno,2,1
8038221,Boyacá,M,38,rural_disperso,primaria,2,1
8038221,Boyacá,F,26,rural_disperso,tecnico,2,1
8038221,Boyacá,M,4,rural_disperso,ninguno,2,1
8038222,Boyacá,F,44,rural_disperso,secundaria,2,1
8038222,Boyacá,M,16,rural_disperso,secundaria,2,1
8038222,Boyacá,M,13,rural_disperso,secundaria,2,1
8038223,Boyacá,M,40,rural_disperso,tecnico,2,1
8038223,Boyacá,F,38,rural_disperso,primaria,2,1
8038223,Boyacá,M,18,rural_disperso,tecnico,2,1
8038223,Boyacá,M,11,rural_disperso,primaria,2,1
8038224,Boyacá,M,66,rural_disperso,primaria,2,1
8038224,Boyacá,F,62,rural_disperso,primaria,2,1
8038225,Boyacá,M,78,rural_disperso,primaria,2,1
8038225,Boyacá,F,49,rural_disperso,ninguno,2,1
8038226,Boyacá,M,70,rural_disperso,primaria,2,1
8038227,Boyacá,F,74,rural_disperso,primaria,2,1
8038227,Boyacá,M,83,rural_disperso,primaria,2,1
8038228,Boyacá,M,74,rural_disperso,ninguno,2,1
8038229,Boyacá,M,28,rural_disperso,secundaria,2,1
8038230,Boyacá,M,43,rural_disperso,secundaria,2,1
8038230,Boyacá,F,47,rural_disperso,secundaria,2,1
8038230,Boyacá,M,12,rural_disperso,secundaria,2,1
8038232,Boyacá,F,66,cabecera,primaria,2,1
8038232,Boyacá,F,28,cabecera,secundaria,2,1
8038232,Boyacá,M,34,cabecera,primaria,2,1
8038232,Boyacá,F,9,cabecera,primaria,2,1
8038232,Boyacá,M,4,cabecera,ninguno,2,1
8038233,Boyacá,M,84,cabecera,primaria,2,1
8038233,Boyacá,F,78,cabecera,secundaria,2,1
8038234,Boyacá,M,53,cabecera,primaria,2,1
8038235,Boyacá,M,60,cabecera,universitario,4,1
8038236,Boyacá,F,78,cabecera,secundaria,4,1
8038237,Boyacá,M,51,cabecera,universitario,2,1
8038237,Boyacá,F,44,cabecera,secundaria,2,1
8038237,Boyacá,M,25,cabecera,universitario,2,1
8038237,Boyacá,M,18,cabecera,universitario,2,1
8038238,Boyacá,M,24,cabecera,tecnico,2,1
8038238,Boyacá,M,19,cabecera,secundaria,2,1
8038239,Boyacá,M,51,cabecera,universitario,3,1
8038239,Boyacá,F,46,cabecera,universitario,3,1
8038239,Boyacá,F,17,cabecera,secundaria,3,1
8038239,Boyacá,M,10,cabecera,primaria,3,1
8038240,Boyacá,F,44,cabecera,secundaria,2,1
8038241,Boyacá,F,93,cabecera,primaria,3,1
8038241,Boyacá,F,60,cabecera,posgrado,3,1
8038241,Boyacá,F,96,cabecera,primaria,3,1
8038243,Boyacá,M,41,cabecera,tecnico,2,1
8038243,Boyacá,F,43,cabecera,universitario,2,1
8038243,Boyacá,F,20,cabecera,universitario,2,1
8038244,Boyacá,M,44,cabecera,universitario,2,1
8038244,Boyacá,F,38,cabecera,universitario,2,1
8038244,Boyacá,F,10,cabecera,primaria,2,1
8038244,Boyacá,F,7,cabecera,primaria,2,1
8038245,Boyacá,M,47,cabecera,secundaria,2,1
8038245,Boyacá,F,43,cabecera,tecnico,2,1
8038245,Boyacá,F,22,cabecera,universitario,2,1
8038245,Boyacá,M,17,cabecera,secundaria,2,1
8038245,Boyacá,F,5,cabecera,ninguno,2,1
8038246,Boyacá,F,63,cabecera,universitario,2,1
8038247,Boyacá,M,60,cabecera,secundaria,3,1
8038247,Boyacá,F,55,cabecera,primaria,3,1
8038247,Boyacá,M,27,cabecera,universitario,3,1
8038247,Boyacá,M,22,cabecera,universitario,3,2
8038247,Boyacá,M,15,cabecera,secundaria,3,1
8038248,Boyacá,M,52,cabecera,primaria,3,1
8038248,Boyacá,F,54,cabecera,universitario,3,1
8038249,Boyacá,F,37,cabecera,universitario,2,1
8038249,Boyacá,M,16,cabecera,secundaria,2,1
8038250,Boyacá,M,69,rural_disperso,primaria,2,1
8038250,Boyacá,F,66,rural_disperso,primaria,2,1
8038250,Boyacá,M,50,rural_disperso,secundaria,2,1
8038251,Boyacá,F,94,rural_disperso,primaria,2,1
8038251,Boyacá,F,27,rural_disperso,universitario,2,1
8038253,Boyacá,M,79,rural_disperso,primaria,1,1
8038253,Boyacá,F,73,rural_disperso,primaria,1,1
8038253,Boyacá,F,45,rural_disperso,tecnico,1,1
8038253,Boyacá,M,19,rural_disperso,secundaria,1,1
8038253,Boyacá,M,14,rural_disperso,secundaria,1,1
8038254,Boyacá,M,66,rural_disperso,primaria,2,1
8038254,Boyacá,F,59,rural_disperso,primaria,2,1
8038254,Boyacá,F,34,rural_disperso,secundaria,2,1
8038254,Boyacá,M,44,rural_disperso,secundaria,2,1
8038254,Boyacá,F,13,rural_disperso,secundaria,2,1
8038254,Boyacá,F,8,rural_disperso,primaria,2,1
8038254,Boyacá,F,4,rural_disperso,ninguno,2,1
8038254,Boyacá,M,8,rural_disperso,primaria,2,1
8038255,Boyacá,F,67,rural_disperso,secundaria,2,1
8038256,Boyacá,M,77,rural_disperso,primaria,2,1
8038256,Boyacá,M,43,rural_disperso,tecnico,2,1
8038257,Boyacá,F,38,rural_disperso,posgrado,3,1
8038257,Boyacá,M,38,rural_disperso,tecnico,3,1
8038258,Boyacá,M,71,rural_disperso,ninguno,2,1
8038258,Boyacá,F,76,rural_disperso,primaria,2,1
8038259,Boyacá,M,67,rural_disperso,secundaria,2,1
8038259,Boyacá,F,62,rural_disperso,secundaria,2,1
8038259,Boyacá,F,17,rural_disperso,secundaria,2,1
8038260,Boyacá,F,45,cabecera,universitario,4,1
8038260,Boyacá,M,20,cabecera,universitario,4,1
8038260,Boyacá,M,11,cabecera,secundaria,4,1
8038261,Boyacá,F,37,cabecera,secundaria,2,1
8038261,Boyacá,M,18,cabecera,universitario,2,1
8038261,Boyacá,F,17,cabecera,tecnico,2,1
8038261,Boyacá,M,16,cabecera,secundaria,2,1
8038262,Boyacá,M,42,cabecera,tecnico,2,1
8038262,Boyacá,F,30,cabecera,secundaria,2,1
8038262,Boyacá,M,6,cabecera,primaria,2,1
8038263,Boyacá,F,33,rural_disperso,secundaria,2,1
8038263,Boyacá,M,14,rural_disperso,secundaria,2,1
8038263,Boyacá,F,7,rural_disperso,primaria,2,1
8038264,Boyacá,M,23,rural_disperso,secundaria,2,1
8038264,Boyacá,F,18,rural_disperso,secundaria,2,1
8038264,Boyacá,F,16,rural_disperso,secundaria,2,1
8038265,Boyacá,F,41,rural_disperso,secundaria,2,1
8038265,Boyacá,F,19,rural_disperso,tecnico,2,1
8038265,Boyacá,F,16,rural_disperso,secundaria,2,1
8038265,Boyacá,M,14,rural_disperso,secundaria,2,1
8038266,Boyacá,M,48,rural_disperso,primaria,2,1
8038266,Boyacá,F,33,rural_disperso,primaria,2,1
8038266,Boyacá,M,17,rural_disperso,secundaria,2,1
8038266,Boyacá,M,15,rural_disperso,secundaria,2,1
8038267,Boyacá,M,36,rural_disperso,universitario,2,1
8038267,Boyacá,F,57,rural_disperso,secundaria,2,1
8038267,Boyacá,M,59,rural_disperso,secundaria,2,1
8038267,Boyacá,F,32,rural_disperso,posgrado,2,1
8038268,Boyacá,M,39,rural_disperso,secundaria,2,2
8038268,Boyacá,F,65,rural_disperso,primaria,2,1
8038268,Boyacá,M,53,rural_disperso,secundaria,2,1
8038269,Boyacá,M,90,rural_disperso,primaria,2,1
8038270,Boyacá,M,26,rural_disperso,secundaria,2,1
8038270,Boyacá,F,21,rural_disperso,secundaria,2,1
8038270,Boyacá,M,3,rural_disperso,ninguno,2,1
8038270,Boyacá,M,19,rural_disperso,secundaria,2,1
8038270,Boyacá,M,17,rural_disperso,secundaria,2,1
8038271,Boyacá,M,39,rural_disperso,secundaria,2,1
8038271,Boyacá,F,35,rural_disperso,secundaria,2,1
8038271,Boyacá,F,15,rural_disperso,secundaria,2,1
8038271,Boyacá,M,5,rural_disperso,ninguno,2,1
8038272,Boyacá,F,41,rural_disperso,secundaria,2,1
8038272,Boyacá,M,14,rural_disperso,secundaria,2,1
8038272,Boyacá,M,11,rural_disperso,secundaria,2,1
8038272,Boyacá,M,66,rural_disperso,primaria,2,1
8038272,Boyacá,F,62,rural_disperso,primaria,2,1
8038274,Boyacá,F,78,cabecera,secundaria,3,1
8038278,Nariño,M,33,cabecera,tecnologico,2,1
8038278,Nariño,F,33,cabecera,tecnologico,2,1
8038278,Nariño,M,15,cabecera,secundaria,2,1
8038278,Nariño,F,12,cabecera,secundaria,2,1
8038279,Nariño,F,40,cabecera,secundaria,2,1
8038279,Nariño,F,12,cabecera,secundaria,2,1
8038279,Nariño,M,4,cabecera,ninguno,2,1
8038280,Nariño,M,74,cabecera,primaria,1,1
8038280,Nariño,F,77,cabecera,ninguno,1,1
8038280,Nariño,M,44,cabecera,primaria,1,1
8038281,Nariño,F,37,cabecera,primaria,2,1
8038281,Nariño,M,22,cabecera,secundaria,2,9
8038281,Nariño,F,17,cabecera,secundaria,2,1
8038283,Antioquia,M,53,cabecera,secundaria,2,1
8038283,Antioquia,F,47,cabecera,secundaria,2,1
8038283,Antioquia,M,29,cabecera,posgrado,2,1
8038283,Antioquia,F,24,cabecera,universitario,2,1
8038284,Antioquia,M,79,cabecera,universitario,3,1
8038285,Antioquia,M,51,cabecera,posgrado,3,1
8038285,Antioquia,F,57,cabecera,tecnologico,3,1
8038285,Antioquia,M,25,cabecera,tecnologico,3,1
8038285,Antioquia,F,30,cabecera,universitario,3,1
8038285,Antioquia,F,10,cabecera,primaria,3,1
8038286,Antioquia,F,57,cabecera,posgrado,3,1
8038286,Antioquia,M,24,cabecera,universitario,3,1
8038286,Antioquia,F,29,cabecera,tecnologico,3,1
8038286,Antioquia,M,5,cabecera,ninguno,3,1
8038286,Antioquia,F,36,cabecera,universitario,3,1
8038286,Antioquia,F,8,cabecera,primaria,3,1
8038286,Antioquia,F,7,cabecera,primaria,3,1
8038287,Antioquia,M,34,cabecera,universitario,3,1
8038288,Antioquia,M,45,cabecera,secundaria,3,1
8038288,Antioquia,F,47,cabecera,secundaria,3,1
8038288,Antioquia,M,26,cabecera,universitario,3,1
8038289,Antioquia,F,67,cabecera,secundaria,3,1
8038289,Antioquia,M,24,cabecera,secundaria,3,1
8038290,Antioquia,M,61,cabecera,secundaria,3,1
8038290,Antioquia,F,51,cabecera,secundaria,3,1
8038291,Antioquia,M,35,cabecera,secundaria,4,1
8038291,Antioquia,F,42,cabecera,secundaria,4,1
8038291,Antioquia,F,72,cabecera,primaria,4,1
8038292,Antioquia,M,46,cabecera,tecnologico,4,1
8038292,Antioquia,F,42,cabecera,posgrado,4,1
8038293,Antioquia,F,72,cabecera,primaria,4,1
8038293,Antioquia,M,33,cabecera,tecnologico,4,1
8038293,Antioquia,F,27,cabecera,tecnologico,4,1
8038293,Antioquia,M,8,cabecera,primaria,4,1
8038293,Antioquia,M,5,cabecera,ninguno,4,1
8038294,Antioquia,M,66,cabecera,posgrado,4,1
8038294,Antioquia,F,51,cabecera,universitario,4,1
8038295,Antioquia,M,54,cabecera,posgrado,4,1
8038295,Antioquia,M,64,cabecera,secundaria,4,1
8038296,Antioquia,M,59,cabecera,secundaria,3,1
8038296,Antioquia,F,64,cabecera,primaria,3,1
8038296,Antioquia,F,34,cabecera,tecnico,3,1
8038296,Antioquia,F,29,cabecera,universitario,3,1
8038297,Antioquia,M,57,cabecera,secundaria,2,1
8038297,Antioquia,F,58,cabecera,secundaria,2,1
8038297,Antioquia,F,30,cabecera,secundaria,2,1
8038297,Antioquia,F,32,cabecera,tecnologico,2,1
8038297,Antioquia,M,9,cabecera,primaria,2,1
8038297,Antioquia,F,6,cabecera,ninguno,2,1
8038298,Antioquia,F,86,cabecera,primaria,2,1
8038298,Antioquia,F,61,cabecera,secundaria,2,1
8038298,Antioquia,M,73,cabecera,primaria,2,1
8038299,Antioquia,F,41,cabecera,universitario,4,1
8038300,Antioquia,M,43,cabecera,universitario,4,1
8038300,Antioquia,F,33,cabecera,universitario,4,1
8038300,Antioquia,M,4,cabecera,ninguno,4,1
8038301,Antioquia,F,62,cabecera,tecnologico,4,1
8038302,Antioquia,F,42,cabecera,universitario,4,1
8038302,Antioquia,F,21,cabecera,universitario,4,1
8038303,Antioquia,M,68,cabecera,universitario,4,1
8038303,Antioquia,F,71,cabecera,secundaria,4,1
8038303,Antioquia,M,38,cabecera,universitario,4,2
8038304,Antioquia,F,39,cabecera,tecnico,4,1
8038305,Antioquia,M,27,cabecera,universitario,4,1
8038305,Antioquia,F,26,cabecera,universitario,4,1
8038306,Antioquia,F,43,cabecera,secundaria,4,1
8038306,Antioquia,F,15,cabecera,secundaria,4,1
8038307,Antioquia,M,56,cabecera,secundaria,2,1
8038307,Antioquia,F,58,cabecera,primaria,2,1
8038308,Antioquia,M,80,cabecera,primaria,2,1
8038308,Antioquia,F,75,cabecera,primaria,2,1
8038309,Antioquia,F,62,cabecera,primaria,2,1
8038309,Antioquia,F,62,cabecera,primaria,2,1
8038309,Antioquia,M,44,cabecera,tecnologico,2,1
8038309,Antioquia,M,44,cabecera,tecnologico,2,1
8038309,Antioquia,M,46,cabecera,tecnologico,2,1
8038309,Antioquia,M,46,cabecera,tecnologico,2,1
8038309,Antioquia,F,35,cabecera,universitario,2,1
8038309,Antioquia,F,35,cabecera,universitario,2,1
8038310,Antioquia,F,45,cabecera,primaria,2,1
8038310,Antioquia,M,17,cabecera,secundaria,2,1
8038311,Antioquia,M,38,cabecera,primaria,2,1
8038311,Antioquia,F,36,cabecera,primaria,2,1
8038311,Antioquia,F,18,cabecera,tecnologico,2,1
8038311,Antioquia,F,17,cabecera,tecnologico,2,1
8038312,Antioquia,M,74,cabecera,primaria,2,1
8038312,Antioquia,F,69,cabecera,primaria,2,1
8038313,Antioquia,M,39,cabecera,primaria,2,1
8038313,Antioquia,F,51,cabecera,primaria,2,1
8038313,Antioquia,M,19,cabecera,secundaria,2,1
8038313,Antioquia,F,16,cabecera,secundaria,2,1
8038314,Antioquia,M,37,cabecera,universitario,4,2
8038315,Antioquia,F,56,cabecera,secundaria,4,1
8038315,Antioquia,F,28,cabecera,universitario,4,1
8038316,Antioquia,M,33,cabecera,secundaria,4,1
8038316,Antioquia,F,32,cabecera,secundaria,4,1
8038316,Antioquia,F,14,cabecera,secundaria,4,1
8038316,Antioquia,M,9,cabecera,primaria,4,1
8038317,Antioquia,M,35,cabecera,secundaria,4,1
8038318,Antioquia,M,65,cabecera,primaria,3,1
8038318,Antioquia,F,70,cabecera,primaria,3,1
8038318,Antioquia,M,39,cabecera,secundaria,3,1
8038319,Antioquia,M,62,cabecera,primaria,3,1
8038319,Antioquia,M,66,cabecera,secundaria,3,1
8038320,Antioquia,M,55,cabecera,secundaria,3,1
8038320,Antioquia,F,60,cabecera,universitario,3,1
8038320,Antioquia,F,25,cabecera,universitario,3,1
8038320,Antioquia,F,21,cabecera,universitario,3,1
8038321,Antioquia,F,71,cabecera,secundaria,3,1
8038321,Antioquia,F,30,cabecera,universitario,3,1
8038322,Antioquia,F,85,cabecera,primaria,3,1
8038322,Antioquia,F,77,cabecera,primaria,3,1
8038322,Antioquia,F,69,cabecera,primaria,3,1
8038323,Antioquia,M,69,cabecera,universitario,3,1
8038323,Antioquia,F,53,cabecera,secundaria,3,1
8038323,Antioquia,F,28,cabecera,universitario,3,1
8038323,Antioquia,M,24,cabecera,secundaria,3,1
8038323,Antioquia,F,95,cabecera,ninguno,3,1
8038324,Antioquia,M,60,cabecera,universitario,4,1
8038324,Antioquia,F,50,cabecera,tecnologico,4,1
8038324,Antioquia,M,26,cabecera,posgrado,4,2
8038324,Antioquia,M,17,cabecera,universitario,4,1
8038325,Antioquia,F,59,cabecera,tecnico,3,1
8038325,Antioquia,F,35,cabecera,universitario,3,1
8038325,Antioquia,F,7,cabecera,primaria,3,1
8038325,Antioquia,M,23,cabecera,universitario,3,1
8038326,Antioquia,M,66,cabecera,universitario,5,1
8038327,Antioquia,F,73,cabecera,posgrado,4,1
8038327,Antioquia,M,79,cabecera,secundaria,4,1
8038328,Antioquia,M,69,cabecera,posgrado,4,1
8038329,Antioquia,F,62,cabecera,universitario,4,1
8038329,Antioquia,F,28,cabecera,universitario,4,1
8038329,Antioquia,F,23,cabecera,universitario,4,1
8038330,Antioquia,M,38,cabecera,secundaria,3,1
8038330,Antioquia,F,37,cabecera,universitario,3,1
8038330,Antioquia,M,4,cabecera,ninguno,3,1
8038331,Antioquia,F,70,cabecera,primaria,3,1
8038331,Antioquia,M,52,cabecera,primaria,3,1
8038331,Antioquia,F,40,cabecera,secundaria,3,1
8038331,Antioquia,F,15,cabecera,secundaria,3,1
8038331,Antioquia,F,14,cabecera,secundaria,3,1
8038332,Antioquia,M,58,cabecera,primaria,3,1
8038332,Antioquia,F,51,cabecera,primaria,3,1
8038332,Antioquia,M,31,cabecera,secundaria,3,1
8038333,Antioquia,F,77,cabecera,primaria,4,1
8038333,Antioquia,M,79,cabecera,primaria,4,1
8038334,Antioquia,F,62,cabecera,universitario,5,1
8038334,Antioquia,F,28,cabecera,universitario,5,1
8038335,Antioquia,M,66,cabecera,primaria,4,1
8038335,Antioquia,F,37,cabecera,secundaria,4,1
8038336,Antioquia,F,33,cabecera,universitario,3,1
8038336,Antioquia,F,7,cabecera,primaria,3,1
8038337,Antioquia,F,76,cabecera,primaria,5,1
8038338,Antioquia,F,75,cabecera,primaria,3,1
8038338,Antioquia,F,27,cabecera,posgrado,3,1
8038338,Antioquia,M,76,cabecera,ninguno,3,1
8038340,Antioquia,M,34,cabecera,universitario,3,1
8038341,Antioquia,F,30,cabecera,posgrado,4,1
8038342,Antioquia,F,48,cabecera,tecnologico,3,1
8038342,Antioquia,F,9,cabecera,primaria,3,1
8038342,Antioquia,F,38,cabecera,universitario,3,1
8038342,Antioquia,F,36,cabecera,tecnologico,3,1
8038342,Antioquia,F,41,cabecera,universitario,3,1
8038342,Antioquia,F,13,cabecera,secundaria,3,1
8038343,Antioquia,M,44,cabecera,secundaria,4,1
8038343,Antioquia,F,41,cabecera,secundaria,4,1
8038343,Antioquia,M,20,cabecera,universitario,4,1
8038343,Antioquia,M,14,cabecera,secundaria,4,1
8038344,Antioquia,F,70,cabecera,universitario,5,1
8038344,Antioquia,M,84,cabecera,universitario,5,1
8038345,Antioquia,F,77,cabecera,secundaria,3,1
8038345,Antioquia,F,14,cabecera,secundaria,3,1
8038346,Antioquia,F,61,cabecera,secundaria,3,1
8038346,Antioquia,M,59,cabecera,secundaria,3,1
8038348,Antioquia,M,82,cabecera,universitario,3,1
8038348,Antioquia,F,67,cabecera,tecnico,3,1
8038348,Antioquia,M,39,cabecera,tecnologico,3,1
8038350,Antioquia,M,41,cabecera,universitario,4,1
8038350,Antioquia,F,46,cabecera,universitario,4,1
8038350,Antioquia,M,7,cabecera,primaria,4,1
8038351,Antioquia,M,53,cabecera,secundaria,1,1
8038351,Antioquia,F,50,cabecera,secundaria,1,1
8038351,Antioquia,F,8,cabecera,primaria,1,1
8038351,Antioquia,F,27,cabecera,secundaria,1,1
8038351,Antioquia,M,12,cabecera,primaria,1,1
8038351,Antioquia,M,10,cabecera,primaria,1,2
8038351,Antioquia,F,7,cabecera,primaria,1,2
8038352,Antioquia,M,53,cabecera,secundaria,3,1
8038352,Antioquia,M,20,cabecera,universitario,3,1
8038352,Antioquia,M,15,cabecera,secundaria,3,1
8038353,Antioquia,M,53,cabecera,posgrado,5,1
8038353,Antioquia,M,19,cabecera,universitario,5,1
8038353,Antioquia,F,17,cabecera,secundaria,5,1
8038354,Antioquia,M,81,cabecera,secundaria,5,1
8038354,Antioquia,F,70,cabecera,secundaria,5,1
8038355,Antioquia,M,20,cabecera,tecnico,1,1
8038355,Antioquia,F,24,cabecera,secundaria,1,1
8038355,Antioquia,F,40,cabecera,tecnico,1,1
8038356,Antioquia,F,43,cabecera,secundaria,1,1
8038356,Antioquia,M,41,cabecera,primaria,1,2
8038356,Antioquia,M,21,cabecera,secundaria,1,2
8038356,Antioquia,M,19,cabecera,secundaria,1,2
8038356,Antioquia,F,14,cabecera,secundaria,1,2
8038356,Antioquia,M,3,cabecera,ninguno,1,1
8038357,Antioquia,M,57,cabecera,primaria,1,2
8038358,Antioquia,M,50,cabecera,posgrado,4,1
8038358,Antioquia,F,44,cabecera,tecnico,4,1
8038358,Antioquia,M,16,cabecera,universitario,4,1
8038359,Antioquia,F,43,cabecera,secundaria,1,1
8038359,Antioquia,M,23,cabecera,secundaria,1,2
8038359,Antioquia,F,21,cabecera,secundaria,1,1
8038359,Antioquia,F,19,cabecera,secundaria,1,1
8038360,Antioquia,M,58,cabecera,universitario,5,1
8038360,Antioquia,F,57,cabecera,universitario,5,1
8038360,Antioquia,M,26,cabecera,posgrado,5,1
8038360,Antioquia,F,78,cabecera,primaria,5,1
8038362,Antioquia,M,24,cabecera,secundaria,1,1
8038362,Antioquia,F,36,cabecera,ninguno,1,2
8038362,Antioquia,M,12,cabecera,primaria,1,1
8038362,Antioquia,F,11,cabecera,primaria,1,1
8038362,Antioquia,M,21,cabecera,secundaria,1,1
8038363,Antioquia,F,68,cabecera,primaria,2,1
8038364,Antioquia,F,49,cabecera,tecnico,4,1
8038364,Antioquia,F,80,cabecera,primaria,4,1
8038365,Antioquia,F,43,cabecera,secundaria,2,1
8038365,Antioquia,F,19,cabecera,secundaria,2,1
8038365,Antioquia,F,17,cabecera,secundaria,2,1
8038365,Antioquia,M,4,cabecera,ninguno,2,1
8038366,Antioquia,M,71,cabecera,primaria,4,1
8038366,Antioquia,F,70,cabecera,primaria,4,1
8038366,Antioquia,M,45,cabecera,posgrado,4,1
8038366,Antioquia,M,20,cabecera,universitario,4,1
8038366,Antioquia,F,14,cabecera,secundaria,4,1
8038367,Antioquia,F,67,cabecera,primaria,2,1
8038367,Antioquia,M,62,cabecera,primaria,2,1
8038368,Antioquia,M,65,cabecera,primaria,2,1
8038368,Antioquia,F,62,cabecera,secundaria,2,1
8038368,Antioquia,M,45,cabecera,secundaria,2,1
8038368,Antioquia,F,39,cabecera,tecnico,2,1
8038368,Antioquia,F,11,cabecera,primaria,2,1
8038368,Antioquia,M,23,cabecera,tecnologico,2,1
8038369,Antioquia,M,62,cabecera,posgrado,5,1
8038369,Antioquia,F,61,cabecera,universitario,5,1
8038369,Antioquia,M,22,cabecera,universitario,5,1
8038369,Antioquia,F,19,cabecera,universitario,5,1
8038371,Antioquia,F,50,cabecera,posgrado,4,1
8038371,Antioquia,M,71,cabecera,universitario,4,1
