DIRECTORIO,departamento,sexo,edad,area,nivel_educativo,estrato,afiliado_salud
8046115,Boyacá,M,74,rural_disperso,primaria,2,1
8046115,Boyacá,F,74,rural_disperso,primaria,2,1
8046115,Boyacá,M,37,rural_disperso,secundaria,2,1
8046116,Boyacá,M,28,rural_disperso,secundaria,2,1
8046117,Boyacá,M,58,rural_disperso,primaria,2,1
8046117,Boyacá,F,61,rural_disperso,primaria,2,1
8046117,Boyacá,F,32,rural_disperso,secundaria,2,1
8046117,Boyacá,M,11,rural_disperso,secundaria,2,1
8046117,Boyacá,M,14,rural_disperso,secundaria,2,1
8046118,Boyacá,M,51,rural_disperso,universitario,2,1
8046119,Boyacá,F,78,rural_disperso,ninguno,1,1
8046119,Boyacá,F,44,rural_disperso,ninguno,1,1
8046119,Boyacá,M,40,rural_disperso,secundaria,1,1
8046120,Boyacá,F,34,rural_disperso,secundaria,2,1
8046120,Boyacá,F,16,rural_disperso,secundaria,2,1
8046120,Boyacá,F,11,rural_disperso,secundaria,2,1
8046121,Boyacá,F,36,rural_disperso,primaria,2,1
8046121,Boyacá,M,18,rural_disperso,secundaria,2,1
8046121,Boyacá,M,16,rural_disperso,secundaria,2,1
8046122,Boyacá,F,55,cabecera,posgrado,4,1
8046124,Boyacá,M,71,cabecera,universitario,4,1
8046124,Boyacá,F,68,cabecera,tecnologico,4,1
8046125,Boyacá,F,61,cabecera,secundaria,4,1
8046126,Boyacá,F,50,cabecera,universitario,4,1
8046126,Boyacá,F,8,cabecera,primaria,4,1
8046127,Boyacá,F,37,cabecera,primaria,3,1
8046127,Boyacá,F,17,cabecera,tecnico,3,1
8046128,Boyacá,M,61,cabecera,primaria,3,1
8046129,Boyacá,M,62,cabecera,posgrado,4,1
8046129,Boyacá,F,55,cabecera,posgrado,4,1
8046129,Boyacá,M,28,cabecera,universitario,4,1
8046129,Boyacá,M,25,cabecera,posgrado,4,2
8046134,Boyacá,F,55,cabecera,primaria,2,1
8046136,Santander,F,57,rural_disperso,primaria,2,1
8046136,Santander,M,39,rural_disperso,primaria,2,1
8046136,Santander,F,33,rural_disperso,primaria,2,1
8046137,Santander,M,64,rural_disperso,primaria,2,1
8046137,Santander,F,65,rural_disperso,primaria,2,1
8046138,Santander,F,78,cabecera,primaria,1,1
8046138,Santander,M,84,cabecera,primaria,1,1
8046139,Santander,M,62,rural_disperso,primaria,2,1
8046139,Santander,F,65,rural_disperso,primaria,2,1
8046139,Santander,M,29,rural_disperso,secundaria,2,1
8046140,Santander,F,43,rural_disperso,secundaria,2,1
8046140,Santander,F,19,rural_disperso,universitario,2,1
8046140,Santander,M,18,rural_disperso,secundaria,2,1
8046141,Santander,F,61,rural_disperso,primaria,2,1
8046141,Santander,M,35,rural_disperso,secundaria,2,1
8046141,Santander,M,36,rural_disperso,secundaria,2,1
8046141,Santander,M,8,rural_disperso,primaria,2,1
8046141,Santander,M,29,rural_disperso,secundaria,2,1
8046141,Santander,F,8,rural_disperso,primaria,2,1
8046142,Santander,M,51,rural_disperso,secundaria,1,1
8046142,Santander,F,69,rural_disperso,primaria,1,1
8046142,Santander,M,14,rural_disperso,secundaria,1,1
8046143,Santander,M,64,rural_disperso,primaria,1,1
8046144,Santander,M,52,rural_disperso,primaria,1,1
8046144,Santander,F,46,rural_disperso,primaria,1,1
8046145,Santander,F,29,rural_disperso,secundaria,1,1
8046145,Santander,F,15,rural_disperso,secundaria,1,1
8046145,Santander,F,5,rural_disperso,ninguno,1,1
8046146,Santander,F,77,rural_disperso,primaria,1,1
8046147,Santander,F,43,rural_disperso,primaria,1,1
8046147,Santander,M,20,rural_disperso,secundaria,1,1
8046147,Santander,F,11,rural_disperso,primaria,1,1
8046148,Santander,F,26,rural_disperso,secundaria,1,1
8046148,Santander,M,29,rural_disperso,secundaria,1,1
8046148,Santander,M,6,rural_disperso,ninguno,1,1
8046149,Santander,F,66,rural_disperso,primaria,1,1
8046149,Santander,M,58,rural_disperso,secundaria,1,1
8046149,Santander,M,56,rural_disperso,primaria,1,1
8046150,Santander,M,80,rural_disperso,primaria,1,1
8046150,Santander,F,75,rural_disperso,primaria,1,1
8046151,Santander,M,55,rural_disperso,primaria,1,1
8046151,Santander,F,53,rural_disperso,primaria,1,1
8046152,Santander,M,39,rural_disperso,primaria,1,1
8046152,Santander,F,39,rural_disperso,primaria,1,1
8046152,Santander,M,17,rural_disperso,secundaria,1,1
8046152,Santander,M,14,rural_disperso,secundaria,1,1
8046152,Santander,M,11,rural_disperso,primaria,1,1
8046153,Santander,M,52,rural_disperso,primaria,1,1
8046153,Santander,F,52,rural_disperso,primaria,1,1
8046153,Santander,M,29,rural_disperso,primaria,1,1
8046154,Santander,M,44,rural_disperso,primaria,1,1
8046154,Santander,F,51,rural_disperso,secundaria,1,1
8046155,Santander,M,62,rural_disperso,secundaria,1,1
8046155,Santander,F,66,rural_disperso,secundaria,1,1
8046155,Santander,M,60,rural_disperso,primaria,1,1
8046155,Santander,M,63,rural_disperso,primaria,1,1
8046156,Santander,F,68,rural_disperso,ninguno,1,1
8046157,Santander,M,55,rural_disperso,primaria,1,1
8046158,Santander,F,65,rural_disperso,primaria,1,1
8046158,Santander,M,65,rural_disperso,secundaria,1,1
8046159,Santander,F,62,rural_disperso,primaria,1,1
8046159,Santander,M,38,rural_disperso,primaria,1,1
8046160,Santander,M,39,rural_disperso,primaria,1,1
8046160,Santander,F,39,rural_disperso,primaria,1,1
8046161,Santander,M,55,rural_disperso,secundaria,1,1
8046161,Santander,M,44,rural_disperso,primaria,1,2
8046162,Santander,M,54,rural_disperso,ninguno,1,1
8046163,Santander,M,66,rural_disperso,primaria,1,2
8046164,Santander,M,77,rural_disperso,primaria,1,1
8046164,Santander,F,73,rural_disperso,primaria,1,1
8046164,Santander,M,41,rural_disperso,ninguno,1,1
8046164,Santander,M,60,rural_disperso,primaria,1,1
8046165,Santander,M,62,rural_disperso,primaria,1,1
8046165,Santander,F,61,rural_disperso,primaria,1,1
8046166,Santander,M,61,rural_disperso,secundaria,1,1
8046166,Santander,F,57,rural_disperso,secundaria,1,1
8046167,Santander,F,46,rural_disperso,primaria,1,1
8046167,Santander,M,27,rural_disperso,secundaria,1,1
8046168,Santander,M,27,rural_disperso,secundaria,1,1
8046168,Santander,F,28,rural_disperso,secundaria,1,1
8046169,Santander,M,62,rural_disperso,secundaria,1,1
8046169,Santander,F,72,rural_disperso,primaria,1,1
8046170,Santander,M,62,rural_disperso,tecnologico,1,1
8046170,Santander,F,72,rural_disperso,secundaria,1,1
8046170,Santander,M,83,rural_disperso,primaria,1,1
8046171,Santander,F,37,cabecera,primaria,1,1
8046171,Santander,M,37,cabecera,secundaria,1,1
8046171,Santander,M,23,cabecera,secundaria,1,1
8046171,Santander,F,11,cabecera,secundaria,1,1
8046171,Santander,F,8,cabecera,primaria,1,1
8046171,Santander,M,5,cabecera,primaria,1,1
8046172,Santander,F,18,cabecera,tecnico,1,1
8046173,Santander,F,50,cabecera,primaria,1,1
8046173,Santander,F,16,cabecera,secundaria,1,1
8046173,Santander,F,10,cabecera,primaria,1,1
8046174,Santander,M,64,rural_disperso,ninguno,1,1
8046174,Santander,F,13,rural_disperso,secundaria,1,1
8046175,Santander,M,41,cabecera,secundaria,1,1
8046175,Santander,F,41,cabecera,primaria,1,1
8046175,Santander,F,22,cabecera,tecnico,1,1
8046175,Santander,M,3,cabecera,ninguno,1,1
8046175,Santander,M,18,cabecera,secundaria,1,1
8046176,Santander,F,48,cabecera,primaria,1,1
8046176,Santander,M,45,cabecera,primaria,1,1
8046176,Santander,F,28,cabecera,secundaria,1,1
8046176,Santander,M,8,cabecera,primaria,1,1
8046177,Santander,F,22,rural_disperso,secundaria,1,1
8046177,Santander,M,33,rural_disperso,secundaria,1,1
8046177,Santander,M,12,rural_disperso,primaria,1,1
8046178,Santander,F,55,cabecera,secundaria,1,1
8046179,Santander,M,56,rural_disperso,primaria,1,1
8046179,Santander,F,57,rural_disperso,primaria,1,1
8046180,Santander,M,27,rural_disperso,secundaria,1,1
8046180,Santander,F,24,rural_disperso,secundaria,1,1
8046181,Santander,M,28,rural_disperso,secundaria,1,1
8046182,Santander,F,45,rural_disperso,primaria,1,1
8046182,Santander,M,64,rural_disperso,ninguno,1,1
8046182,Santander,M,15,rural_disperso,primaria,1,1
8046182,Santander,F,7,rural_disperso,primaria,1,1
8046183,Santander,M,37,cabecera,secundaria,1,1
8046183,Santander,F,45,cabecera,primaria,1,1
8046183,Santander,M,17,cabecera,tecnico,1,1
8046184,Santander,F,70,cabecera,primaria,1,1
8046185,Santander,F,62,cabecera,ninguno,1,1
8046185,Santander,F,26,cabecera,secundaria,1,1
8046185,Santander,M,3,cabecera,ninguno,1,1
8046185,Santander,M,25,cabecera,secundaria,1,1
8046185,Santander,F,11,cabecera,secundaria,1,1
8046185,Santander,M,22,cabecera,primaria,1,1
8046185,Santander,F,18,cabecera,secundaria,1,1
8046186,Santander,F,43,cabecera,secundaria,2,1
8046186,Santander,F,22,cabecera,secundaria,2,1
8046186,Santander,M,11,cabecera,secundaria,2,1
8046187,Santander,F,50,cabecera,secundaria,1,1
8046187,Santander,M,30,cabecera,secundaria,1,1
8046187,Santander,F,28,cabecera,secundaria,1,1
8046187,Santander,M,8,cabecera,primaria,1,1
8046187,Santander,M,6,cabecera,primaria,1,1
8046188,Santander,M,22,cabecera,secundaria,1,1
8046188,Santander,F,23,cabecera,secundaria,1,1
8046188,Santander,F,14,cabecera,secundaria,1,1
8046189,Santander,F,20,cabecera,secundaria,1,1
8046189,Santander,M,3,cabecera,ninguno,1,1
8046189,Santander,F,19,cabecera,secundaria,1,1
8046192,Valle del Cauca,F,37,cabecera,tecnico,2,1
8046192,Valle del Cauca,F,15,cabecera,secundaria,2,1
8046193,Valle del Cauca,M,59,cabecera,tecnico,3,1
8046193,Valle del Cauca,F,52,cabecera,tecnico,3,1
8046194,Valle del Cauca,M,19,cabecera,tecnico,2,1
8046194,Valle del Cauca,F,23,cabecera,secundaria,2,1
8046195,Valle del Cauca,M,54,rural_disperso,secundaria,2,1
8046195,Valle del Cauca,F,41,rural_disperso,universitario,2,1
8046196,Valle del Cauca,M,88,rural_disperso,primaria,2,1
8046197,Valle del Cauca,M,77,rural_disperso,secundaria,2,1
8046197,Valle del Cauca,F,77,rural_disperso,primaria,2,1
8046198,Valle del Cauca,F,63,rural_disperso,primaria,2,1
8046198,Valle del Cauca,F,26,rural_disperso,tecnico,2,1
8046199,Valle del Cauca,F,44,rural_disperso,secundaria,2,1
8046199,Valle del Cauca,F,23,rural_disperso,universitario,2,1
8046200,Valle del Cauca,M,39,rural_disperso,tecnico,2,1
8046200,Valle del Cauca,F,33,rural_disperso,tecnico,2,1
8046200,Valle del Cauca,M,5,rural_disperso,primaria,2,1
8046201,Valle del Cauca,M,73,rural_disperso,primaria,2,1
8046201,Valle del Cauca,F,63,rural_disperso,primaria,2,1
8046201,Valle del Cauca,M,43,rural_disperso,primaria,2,1
8046202,Valle del Cauca,M,34,rural_disperso,universitario,2,1
8046202,Valle del Cauca,F,32,rural_disperso,universitario,2,1
8046202,Valle del Cauca,F,6,rural_disperso,ninguno,2,1
8046203,Valle del Cauca,M,38,rural_disperso,tecnologico,2,1
8046203,Valle del Cauca,F,35,rural_disperso,secundaria,2,1
8046203,Valle del Cauca,F,13,rural_disperso,secundaria,2,1
8046204,Valle del Cauca,M,69,rural_disperso,primaria,2,1
8046204,Valle del Cauca,F,66,rural_disperso,primaria,2,1
8046204,Valle del Cauca,M,15,rural_disperso,secundaria,2,1
8046205,Valle del Cauca,F,39,rural_disperso,tecnico,2,1
8046205,Valle del Cauca,M,31,rural_disperso,secundaria,2,1
8046205,Valle del Cauca,M,6,rural_disperso,primaria,2,1
8046206,Valle del Cauca,M,61,rural_disperso,secundaria,2,1
8046206,Valle del Cauca,M,13,rural_disperso,primaria,2,1
8046206,Valle del Cauca,M,8,rural_disperso,primaria,2,1
8046207,Valle del Cauca,F,53,rural_disperso,secundaria,2,1
8046208,Valle del Cauca,F,47,rural_disperso,secundaria,2,1
8046208,Valle del Cauca,M,58,rural_disperso,primaria,2,1
8046208,Valle del Cauca,M,18,rural_disperso,secundaria,2,1
8046209,Valle del Cauca,F,51,rural_disperso,tecnico,2,1
8046209,Valle del Cauca,F,31,rural_disperso,universitario,2,1
8046209,Valle del Cauca,M,15,rural_disperso,secundaria,2,1
8046210,Valle del Cauca,M,64,rural_disperso,universitario,2,1
8046210,Valle del Cauca,F,59,rural_disperso,secundaria,2,1
8046210,Valle del Cauca,M,15,rural_disperso,secundaria,2,1
8046211,Risaralda,M,71,cabecera,primaria,3,1
8046211,Risaralda,F,70,cabecera,primaria,3,1
8046212,Risaralda,M,48,cabecera,universitario,4,1
8046212,Risaralda,F,40,cabecera,tecnologico,4,1
8046212,Risaralda,F,19,cabecera,secundaria,4,1
8046212,Risaralda,F,72,cabecera,secundaria,4,1
8046213,Risaralda,M,44,cabecera,posgrado,4,1
8046215,Risaralda,F,64,cabecera,secundaria,3,1
8046215,Risaralda,F,78,cabecera,ninguno,3,1
8046215,Risaralda,F,82,cabecera,ninguno,3,1
8046219,Risaralda,M,51,cabecera,secundaria,4,1
8046219,Risaralda,F,47,cabecera,primaria,4,1
8046219,Risaralda,M,23,cabecera,secundaria,4,1
8046219,Risaralda,M,21,cabecera,secundaria,4,1
8046220,Risaralda,M,65,cabecera,primaria,3,1
8046220,Risaralda,F,62,cabecera,primaria,3,1
8046223,Antioquia,M,65,cabecera,tecnico,4,1
8046223,Antioquia,F,68,cabecera,secundaria,4,1
8046224,Antioquia,M,72,cabecera,tecnologico,4,1
8046224,Antioquia,F,70,cabecera,universitario,4,1
8046224,Antioquia,M,15,cabecera,secundaria,4,1
8046225,Antioquia,F,62,cabecera,secundaria,2,1
8046225,Antioquia,M,25,cabecera,universitario,2,1
8046225,Antioquia,M,40,cabecera,universitario,2,1
8046225,Antioquia,M,11,cabecera,primaria,2,1
8046226,Antioquia,F,45,cabecera,secundaria,2,1
8046226,Antioquia,F,88,cabecera,ninguno,2,1
8046227,Antioquia,M,53,cabecera,primaria,2,1
8046227,Antioquia,F,46,cabecera,primaria,2,1
8046227,Antioquia,F,25,cabecera,secundaria,2,1
8046228,Antioquia,M,67,cabecera,primaria,2,1
8046229,Antioquia,M,60,cabecera,primaria,2,1
8046231,Antioquia,F,31,cabecera,secundaria,2,1
8046232,Antioquia,F,47,cabecera,tecnologico,2,1
8046232,Antioquia,M,12,cabecera,secundaria,2,1
8046232,Antioquia,M,53,cabecera,primaria,2,1
8046233,Antioquia,F,68,cabecera,primaria,2,1
8046235,Antioquia,M,73,cabecera,primaria,2,1
8046235,Antioquia,F,73,cabecera,primaria,2,1
8046236,Antioquia,M,71,cabecera,primaria,2,1
8046237,Antioquia,F,65,cabecera,primaria,2,1
8046237,Antioquia,F,31,cabecera,secundaria,2,1
8046237,Antioquia,M,17,cabecera,secundaria,2,1
8046239,Antioquia,M,69,cabecera,primaria,2,1
8046239,Antioquia,F,43,cabecera,primaria,2,1
8046239,Antioquia,F,18,cabecera,secundaria,2,1
8046239,Antioquia,M,15,cabecera,secundaria,2,1
8046239,Antioquia,M,24,cabecera,secundaria,2,1
8046240,Antioquia,M,78,cabecera,primaria,2,1
8046240,Antioquia,F,68,cabecera,primaria,2,1
8046240,Antioquia,M,32,cabecera,tecnologico,2,1
8046241,Antioquia,F,52,cabecera,ninguno,2,1
8046241,Antioquia,M,24,cabecera,secundaria,2,1
8046241,Antioquia,F,19,cabecera,secundaria,2,1
8046242,Antioquia,F,79,cabecera,primaria,2,1
8046242,Antioquia,M,92,cabecera,primaria,2,1
8046244,Antioquia,M,31,cabecera,tecnologico,2,1
8046245,Antioquia,M,48,cabecera,tecnico,2,1
8046245,Antioquia,F,44,cabecera,secundaria,2,1
8046245,Antioquia,F,76,cabecera,ninguno,2,1
8046246,Antioquia,M,63,cabecera,secundaria,2,1
8046247,Antioquia,F,85,cabecera,primaria,2,1
8046247,Antioquia,M,58,cabecera,secundaria,2,1
8046248,Antioquia,M,54,cabecera,universitario,2,1
8046248,Antioquia,F,51,cabecera,tecnologico,2,1
8046249,Antioquia,M,56,cabecera,secundaria,2,1
8046250,Antioquia,M,66,cabecera,secundaria,2,1
8046250,Antioquia,M,31,cabecera,secundaria,2,1
8046251,Antioquia,M,64,cabecera,tecnico,2,1
8046252,Antioquia,M,86,cabecera,primaria,2,1
8046252,Antioquia,F,58,cabecera,secundaria,2,1
8046252,Antioquia,M,31,cabecera,tecnico,2,1
8046253,Antioquia,F,59,cabecera,secundaria,2,1
8046254,Córdoba,F,24,cabecera,secundaria,1,1
8046254,Córdoba,M,25,cabecera,universitario,1,1
8046254,Córdoba,F,5,cabecera,ninguno,1,1
8046255,Córdoba,M,39,cabecera,secundaria,1,1
8046255,Córdoba,F,35,cabecera,secundaria,1,1
8046255,Córdoba,F,14,cabecera,secundaria,1,1
8046255,Córdoba,F,11,cabecera,secundaria,1,1
8046255,Córdoba,M,5,cabecera,ninguno,1,1
8046255,Córdoba,F,69,cabecera,secundaria,1,1
8046256,Córdoba,F,60,cabecera,primaria,1,1
8046256,Córdoba,F,41,cabecera,secundaria,1,1
8046256,Córdoba,F,20,cabecera,universitario,1,1
8046256,Córdoba,M,14,cabecera,secundaria,1,1
8046257,Córdoba,F,61,cabecera,primaria,1,1
8046257,Córdoba,F,31,cabecera,tecnologico,1,1
8046257,Córdoba,F,4,cabecera,ninguno,1,1
8046258,Córdoba,F,63,cabecera,secundaria,1,1
8046258,Córdoba,M,65,cabecera,secundaria,1,1
8046259,Córdoba,M,45,cabecera,secundaria,1,1
8046259,Córdoba,F,42,cabecera,secundaria,1,1
8046259,Córdoba,F,17,cabecera,secundaria,1,1
8046259,Córdoba,F,13,cabecera,secundaria,1,1
8046261,Córdoba,M,66,cabecera,universitario,1,1
8046261,Córdoba,F,53,cabecera,universitario,1,1
8046262,Córdoba,F,39,cabecera,secundaria,1,1
8046262,Córdoba,M,16,cabecera,secundaria,1,1
8046262,Córdoba,M,10,cabecera,primaria,1,1
8046263,Córdoba,M,48,cabecera,secundaria,1,1
8046263,Córdoba,F,46,cabecera,tecnico,1,1
8046263,Córdoba,M,11,cabecera,primaria,1,1
8046264,Córdoba,M,64,cabecera,tecnico,1,1
8046264,Córdoba,F,56,cabecera,secundaria,1,1
8046265,Córdoba,F,84,cabecera,ninguno,1,1
8046265,Córdoba,M,28,cabecera,primaria,1,1
8046265,Córdoba,F,27,cabecera,secundaria,1,1
8046265,Córdoba,M,11,cabecera,primaria,1,1
8046266,Córdoba,F,21,cabecera,secundaria,1,1
8046266,Córdoba,M,30,cabecera,secundaria,1,1
8046267,Córdoba,F,57,cabecera,primaria,1,1
8046268,Córdoba,M,69,cabecera,ninguno,1,1
8046268,Córdoba,F,61,cabecera,primaria,1,1
8046268,Córdoba,F,46,cabecera,secundaria,1,1
8046268,Córdoba,M,19,cabecera,tecnico,1,1
8046268,Córdoba,M,14,cabecera,secundaria,1,1
8046268,Córdoba,M,22,cabecera,secundaria,1,1
8046268,Córdoba,F,20,cabecera,secundaria,1,1
8046269,Córdoba,F,67,cabecera,ninguno,1,1
8046269,Córdoba,M,69,cabecera,ninguno,1,1
8046269,Córdoba,F,38,cabecera,secundaria,1,1
8046269,Córdoba,M,15,cabecera,secundaria,1,1
8046269,Córdoba,M,11,cabecera,primaria,1,1
8046269,Córdoba,M,7,cabecera,primaria,1,1
8046270,Córdoba,F,73,cabecera,primaria,1,1
8046270,Córdoba,M,44,cabecera,primaria,1,1
8046270,Córdoba,F,51,cabecera,primaria,1,1
8046271,Córdoba,M,56,cabecera,secundaria,1,1
8046271,Córdoba,F,58,cabecera,universitario,1,1
8046271,Córdoba,F,16,cabecera,secundaria,1,1
8046272,Córdoba,M,67,cabecera,primaria,1,1
8046273,Córdoba,M,31,cabecera,secundaria,1,1
8046273,Córdoba,F,25,cabecera,secundaria,1,1
8046273,Córdoba,F,9,cabecera,primaria,1,1
8046273,Córdoba,M,4,cabecera,ninguno,1,1
8046274,Córdoba,M,57,cabecera,secundaria,1,1
8046274,Córdoba,F,59,cabecera,ninguno,1,1
8046274,Córdoba,F,28,cabecera,secundaria,1,1
8046274,Córdoba,F,11,cabecera,secundaria,1,1
8046274,Córdoba,F,40,cabecera,primaria,1,1
8046274,Córdoba,F,15,cabecera,secundaria,1,1
8046274,Córdoba,M,22,cabecera,primaria,1,1
8046274,Córdoba,F,16,cabecera,secundaria,1,1
8046275,Córdoba,M,68,cabecera,primaria,1,1
8046276,Córdoba,M,75,cabecera,primaria,1,1
8046276,Córdoba,M,49,cabecera,secundaria,1,1
8046276,Córdoba,F,17,cabecera,secundaria,1,1
8046278,Córdoba,F,52,cabecera,primaria,1,1
8046278,Córdoba,F,16,cabecera,secundaria,1,1
8046278,Córdoba,M,11,cabecera,primaria,1,1
8046278,Córdoba,F,25,cabecera,tecnico,1,1
8046278,Córdoba,M,8,cabecera,primaria,1,1
8046278,Córdoba,M,6,cabecera,primaria,1,1
8046279,Córdoba,F,52,cabecera,secundaria,1,1
8046279,Córdoba,F,7,cabecera,primaria,1,1
8046279,Córdoba,M,5,cabecera,primaria,1,1
8046280,Córdoba,F,37,cabecera,secundaria,1,1
8046280,Córdoba,F,8,cabecera,primaria,1,1
8046280,Córdoba,F,7,cabecera,primaria,1,1
8046281,Córdoba,M,37,cabecera,tecnico,1,1
8046281,Córdoba,F,39,cabecera,secundaria,1,1
8046281,Córdoba,F,8,cabecera,primaria,1,1
8046281,Córdoba,F,3,cabecera,ninguno,1,1
8046282,Córdoba,M,30,cabecera,secundaria,1,1
8046282,Córdoba,F,18,cabecera,secundaria,1,1
8046283,Córdoba,F,43,cabecera,secundaria,1,1
8046283,Córdoba,F,17,cabecera,tecnico,1,1
8046283,Córdoba,F,15,cabecera,secundaria,1,1
8046283,Córdoba,F,9,cabecera,primaria,1,1
8046283,Córdoba,M,7,cabecera,primaria,1,1
8046283,Córdoba,F,3,cabecera,ninguno,1,1
8046284,Córdoba,F,61,rural_disperso,ninguno,1,1
8046284,Córdoba,M,66,rural_disperso,ninguno,1,1
8046285,Córdoba,F,40,rural_disperso,secundaria,1,1
8046285,Córdoba,M,43,rural_disperso,primaria,1,1
8046285,Córdoba,M,5,rural_disperso,ninguno,1,1
8046286,Córdoba,F,47,rural_disperso,secundaria,1,1
8046286,Córdoba,F,39,rural_disperso,primaria,1,1
8046289,Córdoba,M,37,rural_disperso,primaria,1,1
8046289,Córdoba,F,32,rural_disperso,primaria,1,1
8046289,Córdoba,F,12,rural_disperso,secundaria,1,1
8046289,Córdoba,F,10,rural_disperso,primaria,1,1
8046289,Córdoba,F,8,rural_disperso,primaria,1,1
8046289,Córdoba,M,6,rural_disperso,primaria,1,1
8046290,Córdoba,F,45,rural_disperso,primaria,1,1
8046290,Córdoba,M,52,rural_disperso,primaria,1,1
8046290,Córdoba,M,16,rural_disperso,secundaria,1,1
8046290,Córdoba,M,20,rural_disperso,secundaria,1,1
8046290,Córdoba,F,24,rural_disperso,secundaria,1,1
8046290,Córdoba,M,8,rural_disperso,primaria,1,1
8046294,Córdoba,F,27,rural_disperso,primaria,1,1
8046294,Córdoba,M,30,rural_disperso,secundaria,1,1
8046294,Córdoba,F,8,rural_disperso,primaria,1,1
8046294,Córdoba,F,7,rural_disperso,primaria,1,1
8046295,Córdoba,M,81,rural_disperso,ninguno,1,1
8046295,Córdoba,F,70,rural_disperso,ninguno,1,1
8046295,Córdoba,M,36,rural_disperso,primaria,1,1
8046295,Córdoba,F,14,rural_disperso,primaria,1,1
8046296,Córdoba,F,44,rural_disperso,tecnico,1,1
8046296,Córdoba,F,14,rural_disperso,secundaria,1,1
8046296,Córdoba,F,5,rural_disperso,primaria,1,1
8046298,Córdoba,M,64,rural_disperso,primaria,1,1
8046298,Córdoba,F,80,rural_disperso,ninguno,1,1
8046298,Córdoba,M,41,rural_disperso,tecnologico,1,1
8046298,Córdoba,F,27,rural_disperso,secundaria,1,1
8046301,Córdoba,F,38,rural_disperso,secundaria,1,1
8046301,Córdoba,M,58,rural_disperso,primaria,1,1
8046301,Córdoba,M,20,rural_disperso,secundaria,1,1
8046301,Córdoba,M,15,rural_disperso,secundaria,1,1
8046301,Córdoba,M,8,rural_disperso,primaria,1,1
8046302,Córdoba,M,43,rural_disperso,universitario,1,1
8046302,Córdoba,M,13,rural_disperso,secundaria,1,1
8046303,Córdoba,M,39,rural_disperso,secundaria,1,1
8046303,Córdoba,F,36,rural_disperso,primaria,1,1
8046303,Córdoba,F,7,rural_disperso,primaria,1,1
8046303,Córdoba,M,50,rural_disperso,primaria,1,1
8046305,Antioquia,M,69,cabecera,universitario,5,1
8046305,Antioquia,F,53,cabecera,universitario,5,1
8046306,Antioquia,F,53,cabecera,posgrado,5,1
8046306,Antioquia,M,50,cabecera,secundaria,5,1
8046307,Antioquia,M,63,cabecera,posgrado,5,1
8046308,Antioquia,F,38,cabecera,universitario,3,1
8046308,Antioquia,M,40,cabecera,tecnico,3,1
8046308,Antioquia,M,16,cabecera,secundaria,3,1
8046308,Antioquia,F,12,cabecera,primaria,3,1
8046309,Antioquia,F,60,cabecera,posgrado,3,1
8046309,Antioquia,M,54,cabecera,secundaria,3,1
8046310,Antioquia,M,51,cabecera,universitario,5,1
8046310,Antioquia,F,45,cabecera,posgrado,5,1
8046310,Antioquia,M,14,cabecera,secundaria,5,1
8046310,Antioquia,M,11,cabecera,primaria,5,1
8046311,Antioquia,M,60,cabecera,posgrado,3,1
8046311,Antioquia,F,56,cabecera,universitario,3,1
8046311,Antioquia,M,32,cabecera,secundaria,3,1
8046313,Antioquia,M,49,cabecera,secundaria,3,1
8046313,Antioquia,F,49,cabecera,secundaria,3,1
8046313,Antioquia,M,10,cabecera,primaria,3,1
8046314,Antioquia,M,61,cabecera,universitario,3,1
8046314,Antioquia,F,54,cabecera,secundaria,3,1
8046315,Antioquia,M,57,cabecera,secundaria,3,1
8046315,Antioquia,F,64,cabecera,tecnico,3,1
8046315,Antioquia,F,22,cabecera,tecnologico,3,1
8046316,Antioquia,F,24,cabecera,universitario,3,1
8046316,Antioquia,M,27,cabecera,universitario,3,1
8046317,Antioquia,M,44,cabecera,posgrado,3,1
8046317,Antioquia,F,39,cabecera,universitario,3,1
8046317,Antioquia,F,15,cabecera,secundaria,3,1
8046317,Antioquia,M,9,cabecera,primaria,3,1
8046320,Antioquia,M,55,cabecera,primaria,3,1
8046320,Antioquia,M,61,cabecera,secundaria,3,1
8046320,Antioquia,M,50,cabecera,secundaria,3,1
8046321,Antioquia,F,65,cabecera,primaria,3,1
8046321,Antioquia,M,59,cabecera,secundaria,3,1
8046321,Antioquia,F,28,cabecera,secundaria,3,1
8046322,Antioquia,F,74,cabecera,primaria,3,1
8046323,Antioquia,F,52,cabecera,secundaria,3,1
8046323,Antioquia,F,24,cabecera,tecnologico,3,1
8046323,Antioquia,F,18,cabecera,secundaria,3,1
8046324,Antioquia,F,25,cabecera,secundaria,2,1
8046324,Antioquia,M,27,cabecera,secundaria,2,1
8046324,Antioquia,F,6,cabecera,ninguno,2,1
8046325,Antioquia,F,43,cabecera,universitario,3,1
8046325,Antioquia,M,46,cabecera,tecnologico,3,1
8046325,Antioquia,M,17,cabecera,tecnologico,3,1
8046325,Antioquia,F,8,cabecera,primaria,3,1
8046326,Antioquia,M,46,cabecera,primaria,3,1
8046326,Antioquia,F,45,cabecera,secundaria,3,1
8046326,Antioquia,M,18,cabecera,universitario,3,1
8046326,Antioquia,M,9,cabecera,primaria,3,1
8046328,Antioquia,M,57,cabecera,tecnologico,3,1
8046329,Antioquia,M,50,cabecera,primaria,2,2
8046329,Antioquia,F,44,cabecera,primaria,2,1
